id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	31	0	0	78	71	7	78	14	0
3	7	281	281	413	104	17	132	45	0
5	5	417	443	450	7	0	33	26	26
2	24	215	215	459	51	90	244	283	0
4	23	291	291	460	57	30	169	142	0
6	13	473	473	570	86	10	97	21	0
7	8	476	493	632	73	10	156	93	17
11	4	1114	1367	1404	20	9	290	279	253
13	13	1241	1320	1439	21	10	198	187	79
14	16	1289	1340	1597	185	11	308	134	51
10	21	1113	1283	1657	97	2	544	449	170
16	5	1603	1657	1668	11	0	65	54	54
12	36	1120	1216	1724	117	32	604	519	96
15	15	1304	1370	1796	129	27	492	390	66
9	36	1104	1149	2029	187	4	925	742	45
21	5	2236	2256	2451	195	0	215	20	20
20	3	2063	2255	2455	5	6	392	393	192
23	5	2464	2471	2527	56	0	63	7	7
26	9	2891	2918	2963	14	3	72	61	27
22	20	2410	2455	3003	82	55	593	566	45
18	23	1766	1836	3051	121	57	1285	1221	70
25	39	2692	2846	3087	73	32	395	354	154
8	43	1002	1002	3134	153	62	2132	2041	0
17	52	1733	1796	3172	154	33	1439	1318	63
27	21	3011	3051	3240	124	9	229	114	40
24	116	2597	2619	3269	232	20	672	460	22
19	70	1947	2029	3366	339	15	1419	1095	82
28	5	3310	3366	3405	39	0	95	56	56
29	9	3549	3549	3691	123	19	142	38	0
30	5	3673	3691	3692	1	0	19	18	18
0	0	0	0	3692	765	0	3692	2927	0
