id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	2	0	0	60	53	7	60	14	0
2	1	215	215	344	39	90	129	180	0
4	1	291	291	405	44	30	114	100	0
3	2	281	281	414	78	17	133	72	0
5	0	417	417	422	5	0	5	0	0
7	1	476	476	563	55	10	87	42	0
6	2	473	473	592	64	10	119	65	0
11	0	1114	1180	1204	15	9	90	84	66
13	0	1241	1241	1267	16	10	26	20	0
15	2	1304	1304	1511	97	27	207	137	0
10	2	1113	1113	1538	73	2	425	354	0
16	0	1603	1603	1611	8	0	8	0	0
8	2	1002	1002	1614	115	62	612	559	0
12	3	1120	1160	1671	87	32	551	496	40
14	4	1289	1289	1704	140	11	415	286	0
9	5	1104	1104	1764	140	4	660	524	0
18	3	1766	1766	2021	91	57	255	221	0
17	4	1733	1733	2042	116	33	309	226	0
20	0	2063	2063	2073	4	6	10	12	0
19	11	1947	1947	2236	255	15	289	49	0
21	7	2236	2236	2382	146	0	146	0	0
23	1	2464	2464	2550	42	0	86	44	0
22	2	2410	2410	2551	62	55	141	134	0
25	2	2692	2692	2779	55	32	87	64	0
24	7	2597	2597	2847	175	20	250	95	0
26	0	2891	2891	2904	10	3	13	6	0
27	3	3011	3011	3114	94	9	103	18	0
28	1	3310	3310	3340	30	0	30	0	0
29	3	3549	3549	3660	92	19	111	38	0
30	0	3673	3673	3674	1	0	1	0	0
0	0	0	0	3674	1472	0	3674	2202	0
