id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	2	0	0	78	71	7	78	14	0
5	0	417	417	424	7	0	7	0	0
4	1	291	291	425	57	30	134	107	0
2	2	215	215	454	51	90	239	278	0
3	3	281	281	460	104	17	179	92	0
7	2	476	476	606	73	10	130	67	0
6	3	473	473	632	86	10	159	83	0
11	0	1114	1180	1209	20	9	95	84	66
13	0	1241	1241	1272	21	10	31	20	0
10	2	1113	1113	1585	97	2	472	377	0
16	0	1603	1603	1614	11	0	11	0	0
12	3	1120	1160	1939	117	32	819	734	40
20	0	2063	2063	2074	5	6	11	12	0
18	3	1766	1766	2086	121	57	320	256	0
15	4	1304	1304	2376	129	27	1072	970	0
9	5	1104	1104	2385	187	4	1281	1098	0
8	5	1002	1002	2392	153	62	1390	1299	0
17	4	1733	1733	2434	154	33	701	580	0
23	2	2464	2464	2571	56	0	107	51	0
22	2	2410	2410	2579	82	55	169	142	0
25	3	2692	2692	2797	73	32	105	64	0
26	0	2891	2891	2908	14	3	17	6	0
14	6	1289	1289	2975	185	11	1686	1512	0
27	5	3011	3011	3144	124	9	133	18	0
21	8	2236	2236	3194	195	0	958	763	0
24	9	2597	2597	3285	232	20	688	476	0
28	1	3310	3310	3349	39	0	39	0	0
19	13	1947	1947	3410	339	15	1463	1139	0
30	0	3673	3673	3674	1	0	1	0	0
29	4	3549	3549	3692	123	19	143	39	0
0	0	0	0	3692	765	0	3692	2927	0
