id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	115	11	104	115	208	0
2	0	239	239	254	12	3	15	6	0
3	0	291	291	300	9	0	9	0	0
4	0	527	527	548	11	10	21	20	0
5	0	562	562	599	19	18	37	36	0
6	1	643	643	692	25	0	49	24	0
8	0	675	675	697	16	6	22	12	0
7	0	665	665	712	23	12	47	36	0
9	0	963	963	979	12	4	16	8	0
10	0	1244	1244	1245	1	0	1	0	0
11	0	1376	1376	1387	11	0	11	0	0
12	0	1498	1498	1504	5	1	6	2	0
13	1	1511	1511	1552	39	2	41	4	0
14	0	1611	1611	1632	16	5	21	10	0
15	0	1678	1678	1682	2	2	4	4	0
16	0	1859	1859	1927	22	46	68	92	0
17	0	1961	1961	2032	44	27	71	54	0
18	0	2629	2629	2630	1	0	1	0	0
19	0	2928	2928	2948	20	0	20	0	0
20	0	2993	2993	3055	23	37	62	76	0
21	0	3042	3042	3059	4	13	17	26	0
22	0	3222	3222	3237	15	0	15	0	0
23	0	3412	3412	3423	9	2	11	4	0
24	1	3783	3783	3832	39	10	49	20	0
25	0	3954	3954	3955	1	0	1	0	0
26	1	4094	4094	4125	26	5	31	10	0
27	0	4163	4163	4169	6	0	6	0	0
28	0	4334	4334	4338	4	0	4	0	0
29	0	4512	4512	4537	18	7	25	14	0
30	0	4856	4856	4880	17	7	24	14	0
0	0	0	0	4880	4419	0	4880	461	0
