id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	159	159	188	22	7	29	14	0
3	0	194	194	211	17	0	17	0	0
1	0	0	0	331	21	310	331	620	0
4	0	351	351	401	21	29	50	58	0
6	1	428	428	549	50	0	121	71	0
5	1	374	374	551	37	54	177	194	0
8	1	450	510	562	31	18	112	99	60
7	2	443	490	590	44	36	147	139	47
9	1	642	642	676	24	10	34	20	0
10	0	829	829	831	2	0	2	0	0
11	1	917	917	938	21	0	21	0	0
12	0	998	998	1036	10	3	38	31	0
14	1	1074	1074	1119	31	14	45	28	0
13	2	1007	1007	1123	77	3	116	42	0
15	0	1119	1119	1127	3	5	8	10	0
16	0	1240	1240	1440	44	136	200	292	0
17	2	1308	1308	1494	85	80	186	181	0
18	0	1753	1753	1754	1	0	1	0	0
19	1	1952	1952	1991	39	0	39	0	0
21	0	2028	2028	2074	8	38	46	76	0
20	1	1995	1995	2170	45	110	175	240	0
22	1	2148	2148	2180	30	0	32	2	0
23	0	2275	2275	2298	17	6	23	12	0
24	3	2523	2523	2629	78	28	106	56	0
25	0	2637	2637	2639	2	0	2	0	0
27	0	2777	2777	2788	11	0	11	0	0
26	1	2731	2731	2808	51	15	77	41	0
28	0	2891	2891	2898	7	0	7	0	0
29	1	3010	3010	3064	34	20	54	40	0
30	1	3239	3239	3293	33	21	54	42	0
0	0	0	0	3293	2397	0	3293	896	0
