id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	9	0	0	125	21	104	125	208	0
2	11	159	159	184	22	3	25	6	0
3	5	194	194	211	17	0	17	0	0
4	9	351	351	392	21	10	41	30	0
5	8	374	374	429	37	18	55	36	0
6	5	428	429	479	50	0	51	1	1
7	14	443	479	546	44	12	103	71	36
8	14	450	502	554	31	6	104	79	52
9	4	642	642	670	24	4	28	8	0
10	5	829	829	831	2	0	2	0	0
11	5	917	917	938	21	0	21	0	0
12	5	998	998	1009	10	1	11	2	0
13	36	1007	1009	1117	77	2	110	35	2
14	18	1074	1081	1118	31	5	44	18	7
15	4	1119	1119	1124	3	2	5	4	0
16	12	1240	1240	1343	44	46	103	105	0
17	22	1308	1308	1430	85	27	122	64	0
18	5	1753	1753	1754	1	0	1	0	0
19	5	1952	1952	1991	39	0	39	0	0
20	4	1995	1995	2077	45	37	82	74	0
21	5	2028	2028	2081	8	13	53	58	0
22	5	2148	2148	2178	30	0	30	0	0
23	7	2275	2275	2294	17	2	19	4	0
24	8	2523	2523	2611	78	10	88	20	0
25	5	2637	2637	2639	2	0	2	0	0
26	6	2731	2731	2787	51	5	56	10	0
27	5	2777	2787	2798	11	0	21	10	10
28	5	2891	2891	2898	7	0	7	0	0
29	10	3010	3010	3051	34	7	41	14	0
30	17	3239	3239	3279	33	7	40	14	0
0	0	0	0	3279	2383	0	3279	896	0
