id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	159	159	186	22	5	27	10	0
3	0	194	194	211	17	0	17	0	0
1	0	0	0	262	21	241	262	482	0
4	0	351	351	395	21	23	44	46	0
5	0	374	374	488	37	42	114	119	0
8	1	450	508	556	31	14	106	89	58
6	1	428	428	557	50	0	129	79	0
7	2	443	488	580	44	28	137	121	45
9	1	642	642	674	24	8	32	16	0
10	0	829	829	831	2	0	2	0	0
11	1	917	917	938	21	0	21	0	0
12	0	998	998	1035	10	2	37	29	0
14	1	1074	1074	1116	31	11	42	22	0
13	2	1007	1007	1119	77	2	112	37	0
15	0	1119	1119	1126	3	4	7	8	0
16	0	1240	1240	1421	44	106	181	243	0
17	2	1308	1308	1472	85	62	164	141	0
18	0	1753	1753	1754	1	0	1	0	0
19	1	1952	1952	1991	39	0	39	0	0
21	0	2028	2028	2066	8	30	38	60	0
20	2	1995	1995	2126	45	86	131	172	0
22	1	2148	2148	2178	30	0	30	0	0
23	0	2275	2275	2297	17	5	22	10	0
24	3	2523	2523	2623	78	22	100	44	0
25	0	2637	2637	2639	2	0	2	0	0
27	0	2777	2777	2788	11	0	11	0	0
26	1	2731	2731	2804	51	11	73	33	0
28	0	2891	2891	2898	7	0	7	0	0
29	1	3010	3010	3060	34	16	50	32	0
30	1	3239	3239	3288	33	16	49	32	0
0	0	0	0	3288	2392	0	3288	896	0
