id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	11	159	159	186	22	5	27	10	0
3	5	194	194	211	17	0	17	0	0
1	9	0	0	262	21	241	262	482	0
4	9	351	351	395	21	23	44	46	0
5	8	374	374	453	37	42	79	84	0
6	5	428	453	503	50	0	75	25	25
8	14	450	503	557	31	14	107	90	53
7	14	443	526	598	44	28	155	139	83
9	4	642	642	674	24	8	32	16	0
10	5	829	829	831	2	0	2	0	0
11	5	917	917	938	21	0	21	0	0
12	5	998	998	1010	10	2	12	4	0
13	36	1007	1010	1118	77	2	111	36	3
14	18	1074	1082	1124	31	11	50	30	8
15	4	1119	1119	1126	3	4	7	8	0
16	12	1240	1240	1390	44	106	150	212	0
17	22	1308	1308	1464	85	62	156	133	0
18	5	1753	1753	1754	1	0	1	0	0
19	5	1952	1952	1991	39	0	39	0	0
21	5	2028	2028	2066	8	30	38	60	0
20	4	1995	1995	2126	45	86	131	172	0
22	5	2148	2148	2178	30	0	30	0	0
23	7	2275	2275	2297	17	5	22	10	0
24	8	2523	2523	2623	78	22	100	44	0
25	5	2637	2637	2639	2	0	2	0	0
26	6	2731	2731	2793	51	11	62	22	0
27	5	2777	2793	2804	11	0	27	16	16
28	5	2891	2891	2898	7	0	7	0	0
29	10	3010	3010	3060	34	16	50	32	0
30	17	3239	3239	3288	33	16	49	32	0
0	0	0	0	3288	2392	0	3288	896	0
