id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	46	25	21	46	42	0
2	0	246	246	317	30	41	71	82	0
3	0	1012	1012	1088	74	2	76	4	0
4	0	1230	1230	1334	92	12	104	24	0
5	0	1720	1720	1735	5	10	15	20	0
6	0	2530	2530	2612	53	29	82	58	0
8	0	2784	2784	2829	24	6	45	27	0
7	0	2782	2782	2849	21	19	67	65	0
9	0	2809	2810	2863	35	5	54	24	1
10	0	2875	2875	2888	13	0	13	0	0
11	0	3684	3684	3689	5	0	5	0	0
12	0	4191	4191	4257	21	36	66	81	0
14	0	4318	4318	4359	23	0	41	18	0
13	0	4242	4242	4374	43	66	132	155	0
15	0	4321	4336	4450	51	28	129	106	15
17	0	4835	4835	4916	57	0	81	24	0
16	0	4682	4682	4933	122	89	251	218	0
18	0	5937	5937	5942	5	0	5	0	0
19	0	5982	5982	5983	1	0	1	0	0
20	0	6062	6062	6093	16	15	31	30	0
21	0	6413	6413	6427	13	1	14	2	0
22	0	6861	6861	6896	35	0	35	0	0
23	0	7435	7435	7549	101	13	114	26	0
24	0	7780	7780	7834	52	2	54	4	0
25	0	7841	7841	7908	57	10	67	20	0
26	0	8046	8046	8062	16	0	16	0	0
27	0	8068	8068	8080	11	1	12	2	0
28	0	8184	8184	8205	21	0	21	0	0
29	0	8217	8217	8272	41	14	55	28	0
30	0	8327	8327	8354	14	13	27	26	0
0	0	0	0	8354	7277	0	8354	1077	0
