id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	46	25	21	46	42	0
2	1	197	197	268	30	41	71	82	0
3	2	810	810	886	74	2	76	4	0
4	4	984	984	1088	92	12	104	24	0
5	0	1376	1376	1391	5	10	15	20	0
6	1	2024	2024	2106	53	29	82	58	0
8	0	2227	2227	2272	24	6	45	27	0
7	0	2225	2225	2285	21	19	60	58	0
10	0	2300	2300	2313	13	0	13	0	0
9	0	2247	2263	2323	35	5	76	46	16
11	0	2948	2948	2953	5	0	5	0	0
12	0	3354	3354	3411	21	36	57	72	0
13	0	3395	3395	3520	43	66	125	148	0
14	0	3456	3456	3533	23	0	77	54	0
15	2	3458	3458	3592	51	28	134	111	0
17	2	3869	3869	3946	57	0	77	20	0
16	3	3747	3747	4000	122	89	253	220	0
18	0	4751	4751	4756	5	0	5	0	0
19	0	4787	4787	4788	1	0	1	0	0
20	0	4851	4851	4882	16	15	31	30	0
21	0	5132	5132	5146	13	1	14	2	0
22	1	5491	5491	5526	35	0	35	0	0
23	3	5950	5950	6064	101	13	114	26	0
24	1	6226	6226	6286	52	2	60	10	0
25	2	6275	6275	6342	57	10	67	20	0
26	0	6439	6439	6455	16	0	16	0	0
27	0	6457	6457	6469	11	1	12	2	0
28	1	6550	6550	6571	21	0	21	0	0
29	1	6577	6577	6632	41	14	55	28	0
30	0	6665	6665	6692	14	13	27	26	0
0	0	0	0	6692	5615	0	6692	1077	0
