id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	17	0	0	43	36	7	43	14	0
3	5	281	281	352	52	17	71	36	0
2	13	215	215	372	26	90	157	221	0
4	12	291	291	382	29	30	91	92	0
5	5	417	417	421	4	0	4	0	0
6	8	473	473	526	43	10	53	20	0
7	6	476	483	557	37	10	81	54	7
10	12	1113	1138	1223	49	2	110	63	25
11	4	1114	1191	1232	11	9	118	116	77
9	20	1104	1104	1292	94	4	188	98	0
13	8	1241	1292	1326	11	10	85	84	51
12	20	1120	1157	1351	59	32	231	204	37
14	10	1289	1302	1447	93	11	158	76	13
8	22	1002	1002	1474	77	62	472	457	0
15	8	1304	1316	1510	65	27	206	168	12
16	5	1603	1603	1609	6	0	6	0	0
17	27	1733	1733	1845	78	33	112	67	0
18	12	1766	1805	1923	61	57	157	153	39
20	3	2063	2074	2083	3	6	20	23	11
19	36	1947	1947	2132	170	15	185	30	0
21	5	2236	2236	2334	98	0	98	0	0
23	5	2464	2464	2492	28	0	28	0	0
22	11	2410	2410	2524	42	55	114	127	0
24	60	2597	2597	2750	117	20	153	56	0
25	21	2692	2711	2780	37	32	88	83	19
26	6	2891	2891	2901	7	3	10	6	0
27	12	3011	3011	3083	63	9	72	18	0
28	5	3310	3310	3330	20	0	20	0	0
29	6	3549	3549	3631	63	19	82	38	0
30	5	3673	3673	3674	1	0	1	0	0
0	0	0	0	3674	2194	0	3674	1480	0
