id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	6	0	0	40	38	2	40	4	0
2	5	163	163	166	3	0	3	0	0
3	5	214	214	221	7	0	7	0	0
4	5	325	325	380	55	0	55	0	0
5	4	452	452	467	10	5	15	10	0
6	5	536	536	545	9	0	9	0	0
7	4	548	548	659	86	25	111	50	0
9	5	837	840	879	39	0	42	3	3
8	6	825	825	889	24	26	64	66	0
10	8	1177	1177	1257	74	6	80	12	0
11	5	1257	1257	1265	8	0	8	0	0
12	5	1454	1454	1474	20	0	20	0	0
13	5	1492	1492	1520	28	0	28	0	0
15	20	1576	1587	1647	47	13	71	37	11
16	3	1646	1647	1757	53	53	111	111	1
14	24	1575	1575	1771	86	31	196	141	0
18	5	1788	1803	1806	3	0	18	15	15
17	14	1781	1781	1827	42	4	46	8	0
19	5	1811	1827	1845	18	0	34	16	16
20	13	1829	1845	1958	80	16	129	65	16
22	6	1860	1892	2016	65	7	156	98	32
24	5	2061	2085	2104	19	0	43	24	24
21	36	1850	1866	2162	123	7	312	196	16
23	8	2008	2016	2190	23	39	182	198	8
25	16	2104	2109	2199	44	13	95	64	5
26	4	2224	2224	2248	10	14	24	28	0
27	23	2660	2660	2845	71	1	185	115	0
28	19	2689	2700	2860	68	15	171	118	11
29	33	2733	2735	2869	70	2	136	68	2
30	27	3176	3176	3256	74	6	80	12	0
0	0	0	0	3256	1959	0	3256	1297	0
