id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	40	38	2	40	4	0
2	0	326	326	329	3	0	3	0	0
3	0	427	427	434	7	0	7	0	0
4	0	649	649	704	55	0	55	0	0
5	0	903	903	918	10	5	15	10	0
6	0	1070	1070	1079	9	0	9	0	0
7	0	1093	1093	1204	86	25	111	50	0
8	0	1646	1646	1696	24	26	50	52	0
9	0	1670	1670	1719	39	0	49	10	0
10	0	2350	2350	2430	74	6	80	12	0
11	0	2510	2510	2518	8	0	8	0	0
12	0	2903	2903	2923	20	0	20	0	0
13	0	2979	2979	3007	28	0	28	0	0
15	0	3146	3146	3242	47	13	96	62	0
14	0	3145	3145	3295	86	31	150	95	0
16	0	3285	3285	3391	53	53	106	106	0
18	0	3567	3567	3570	3	0	3	0	0
17	0	3554	3554	3603	42	4	49	11	0
19	0	3612	3612	3630	18	0	18	0	0
20	0	3647	3647	3820	80	16	173	109	0
22	0	3707	3727	3909	65	7	202	144	20
21	0	3688	3688	3931	123	7	243	127	0
23	0	4002	4002	4064	23	39	62	78	0
24	0	4107	4107	4126	19	0	19	0	0
25	0	4193	4193	4250	44	13	57	26	0
26	0	4433	4433	4457	10	14	24	28	0
27	0	5305	5305	5397	71	1	92	22	0
28	0	5363	5363	5480	68	15	117	64	0
29	0	5450	5450	5532	70	2	82	14	0
30	0	6336	6336	6416	74	6	80	12	0
0	0	0	0	6416	5119	0	6416	1297	0
