id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	50	38	12	50	24	0
2	1	67	67	153	47	38	86	77	0
3	4	149	149	262	91	22	113	44	0
4	0	323	323	325	2	0	2	0	0
5	1	417	417	479	44	14	62	32	0
6	1	470	470	573	81	22	103	44	0
7	1	733	733	779	38	8	46	16	0
9	0	907	907	954	16	31	47	62	0
10	1	940	940	1009	35	23	69	57	0
8	3	817	817	1046	115	63	229	177	0
11	3	1105	1105	1201	64	32	96	64	0
12	0	1206	1206	1243	17	20	37	40	0
14	0	1340	1340	1368	20	8	28	16	0
13	1	1316	1316	1371	35	0	55	20	0
15	1	1403	1403	1424	21	0	21	0	0
17	0	1510	1510	1511	1	0	1	0	0
16	1	1508	1508	1540	31	0	32	1	0
18	0	1751	1751	1784	20	13	33	26	0
19	0	1854	1854	1870	11	5	16	10	0
20	0	1951	1951	1964	13	0	13	0	0
22	1	2024	2024	2091	39	8	67	36	0
23	1	2105	2105	2127	22	0	22	0	0
21	3	1989	1989	2178	125	3	189	67	0
25	0	2206	2206	2215	9	0	9	0	0
26	1	2344	2344	2395	47	4	51	8	0
24	5	2189	2189	2435	153	44	246	137	0
27	2	2513	2513	2606	63	30	93	60	0
30	0	2717	2717	2753	23	13	36	26	0
29	2	2694	2694	2829	61	2	135	76	0
28	2	2693	2693	2915	99	47	222	170	0
0	0	0	0	2915	1534	0	2915	1381	0
