id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	6	0	0	50	38	12	50	24	0
2	15	133	133	218	47	38	85	76	0
3	3	297	297	410	91	22	113	44	0
4	5	645	645	647	2	0	2	0	0
5	21	833	833	891	44	14	58	28	0
6	18	938	938	1041	81	22	103	44	0
7	17	1464	1464	1510	38	8	46	16	0
8	29	1631	1631	1809	115	63	178	126	0
9	5	1811	1811	1858	16	31	47	62	0
10	7	1876	1876	1934	35	23	58	46	0
11	23	2206	2206	2302	64	32	96	64	0
12	9	2407	2407	2444	17	20	37	40	0
13	5	2627	2627	2662	35	0	35	0	0
14	9	2675	2675	2703	20	8	28	16	0
15	5	2800	2800	2821	21	0	21	0	0
16	5	3010	3010	3041	31	0	31	0	0
17	5	3014	3041	3042	1	0	28	27	27
18	12	3495	3495	3528	20	13	33	26	0
19	8	3701	3701	3717	11	5	16	10	0
20	5	3894	3894	3907	13	0	13	0	0
21	59	3970	3970	4119	125	3	149	27	0
22	15	4039	4082	4134	39	8	95	64	43
23	5	4201	4201	4223	22	0	22	0	0
25	5	4402	4435	4444	9	0	42	33	33
24	21	4369	4369	4567	153	44	198	89	0
26	7	4677	4677	4728	47	4	51	8	0
27	22	5014	5014	5107	63	30	93	60	0
29	19	5374	5425	5497	61	2	123	64	51
30	8	5420	5458	5509	23	13	89	79	38
28	27	5373	5373	5584	99	47	211	159	0
0	0	0	0	5584	4203	0	5584	1381	0
