id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	6	0	0	50	38	12	50	24	0
2	15	166	166	251	47	38	85	76	0
3	3	371	371	484	91	22	113	44	0
4	5	806	806	808	2	0	2	0	0
5	21	1041	1041	1099	44	14	58	28	0
6	18	1173	1173	1276	81	22	103	44	0
7	17	1830	1830	1876	38	8	46	16	0
8	29	2038	2038	2216	115	63	178	126	0
9	5	2263	2263	2310	16	31	47	62	0
10	7	2344	2344	2402	35	23	58	46	0
11	23	2756	2756	2852	64	32	96	64	0
12	9	3007	3007	3044	17	20	37	40	0
13	5	3281	3281	3316	35	0	35	0	0
14	9	3341	3341	3369	20	8	28	16	0
15	5	3497	3497	3518	21	0	21	0	0
16	5	3760	3760	3791	31	0	31	0	0
17	5	3764	3791	3792	1	0	28	27	27
18	12	4365	4365	4398	20	13	33	26	0
19	8	4622	4622	4638	11	5	16	10	0
20	5	4863	4863	4876	13	0	13	0	0
21	59	4957	4957	5106	125	3	149	27	0
22	15	5043	5069	5121	39	8	78	47	26
23	5	5245	5245	5267	22	0	22	0	0
25	5	5497	5521	5530	9	0	33	24	24
24	21	5455	5455	5653	153	44	198	89	0
26	7	5840	5840	5891	47	4	51	8	0
27	22	6261	6261	6354	63	30	93	60	0
29	19	6711	6762	6834	61	2	123	64	51
30	8	6769	6795	6846	23	13	77	67	26
28	27	6710	6710	6921	99	47	211	159	0
0	0	0	0	6921	5540	0	6921	1381	0
