id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	6	0	0	50	38	12	50	24	0
2	15	100	100	185	47	38	85	76	0
3	3	223	223	336	91	22	113	44	0
4	5	484	484	486	2	0	2	0	0
5	21	625	625	683	44	14	58	28	0
6	18	704	704	807	81	22	103	44	0
7	17	1099	1099	1145	38	8	46	16	0
8	29	1224	1224	1402	115	63	178	126	0
9	5	1359	1367	1414	16	31	55	70	8
10	7	1408	1414	1472	35	23	64	52	6
11	23	1656	1656	1752	64	32	96	64	0
12	9	1807	1807	1844	17	20	37	40	0
13	5	1972	1972	2007	35	0	35	0	0
14	9	2008	2008	2036	20	8	28	16	0
15	5	2102	2102	2123	21	0	21	0	0
16	5	2260	2260	2291	31	0	31	0	0
17	5	2263	2291	2292	1	0	29	28	28
18	12	2624	2624	2657	20	13	33	26	0
19	8	2778	2778	2794	11	5	16	10	0
20	5	2923	2923	2936	13	0	13	0	0
21	59	2980	2980	3129	125	3	149	27	0
22	15	3032	3092	3144	39	8	112	81	60
23	5	3154	3154	3176	22	0	22	0	0
25	5	3305	3346	3355	9	0	50	41	41
24	21	3280	3280	3478	153	44	198	89	0
26	7	3511	3511	3562	47	4	51	8	0
27	22	3764	3764	3857	63	30	93	60	0
29	19	4035	4086	4158	61	2	123	64	51
30	8	4070	4119	4170	23	13	100	90	49
28	27	4034	4034	4245	99	47	211	159	0
0	0	0	0	4245	2864	0	4245	1381	0
