id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	2	0	0	67	55	12	67	24	0
2	2	100	100	208	70	38	108	76	0
3	6	223	223	382	137	22	159	44	0
4	0	484	484	487	3	0	3	0	0
5	2	625	625	704	65	14	79	28	0
6	4	704	704	846	120	22	142	44	0
7	2	1099	1099	1164	57	8	65	16	0
9	0	1359	1359	1424	23	31	65	73	0
10	1	1408	1408	1482	51	23	74	46	0
8	4	1224	1224	1532	171	63	308	200	0
11	4	1656	1656	1784	96	32	128	64	0
12	0	1807	1807	1852	25	20	45	40	0
14	0	2008	2008	2045	29	8	37	16	0
13	1	1972	1972	2054	53	0	82	29	0
15	1	2102	2102	2133	31	0	31	0	0
17	0	2263	2263	2264	1	0	1	0	0
16	2	2260	2260	2307	46	0	47	1	0
18	1	2624	2624	2667	30	13	43	26	0
19	0	2778	2778	2798	15	5	20	10	0
20	0	2923	2923	2943	20	0	20	0	0
22	2	3032	3032	3119	59	8	87	36	0
23	1	3154	3154	3187	33	0	33	0	0
21	6	2980	2980	3261	186	3	281	98	0
25	0	3305	3305	3318	13	0	13	0	0
26	2	3511	3511	3585	70	4	74	8	0
24	9	3280	3280	3635	228	44	355	171	0
27	3	3764	3764	3887	93	30	123	60	0
30	0	4070	4070	4117	34	13	47	26	0
29	3	4035	4035	4251	91	2	216	127	0
28	4	4034	4034	4333	148	47	299	198	0
0	0	0	0	4333	2280	0	4333	2053	0
