id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	44	38	6	44	12	0
2	0	163	163	166	3	0	3	0	0
3	0	214	214	221	7	0	7	0	0
4	0	325	325	380	55	0	55	0	0
5	0	452	452	476	10	14	24	28	0
6	0	536	536	545	9	0	9	0	0
7	0	548	548	709	86	75	161	150	0
9	0	837	840	879	39	0	42	3	3
8	0	825	825	923	24	74	98	148	0
10	0	1177	1177	1267	74	16	90	32	0
11	0	1257	1267	1275	8	0	18	10	10
12	0	1454	1454	1474	20	0	20	0	0
13	0	1492	1492	1520	28	0	28	0	0
15	0	1576	1587	1672	47	38	96	87	11
14	0	1575	1575	1769	86	87	194	195	0
18	0	1788	1803	1806	3	0	18	15	15
16	0	1646	1646	1858	53	158	212	317	0
19	0	1811	1858	1876	18	0	65	47	47
17	0	1781	1781	1896	42	12	115	85	0
20	0	1829	1896	2069	80	47	240	207	67
22	0	1860	1943	2127	65	20	267	222	83
21	0	1850	1917	2183	123	19	333	229	67
24	0	2061	2183	2202	19	0	141	122	122
26	0	2224	2224	2277	10	40	53	83	0
25	0	2104	2202	2286	44	36	182	174	98
23	0	2008	2127	2318	23	115	310	402	119
27	0	2660	2660	2766	71	1	106	36	0
29	0	2733	2766	2854	70	4	121	55	33
28	0	2689	2700	2894	68	43	205	180	11
30	0	3176	3176	3266	74	16	90	32	0
0	0	0	0	3266	1969	0	3266	1297	0
