id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	1	0	0	40	38	2	40	4	0
2	0	163	163	166	3	0	3	0	0
3	0	214	214	221	7	0	7	0	0
4	2	325	325	380	55	0	55	0	0
5	0	452	452	467	10	5	15	10	0
6	0	536	536	545	9	0	9	0	0
7	4	548	548	659	86	25	111	50	0
9	1	837	837	879	39	0	42	3	0
8	0	825	825	895	24	26	70	72	0
10	3	1177	1177	1257	74	6	80	12	0
11	0	1257	1257	1265	8	0	8	0	0
12	0	1454	1454	1474	20	0	20	0	0
13	1	1492	1492	1520	28	0	28	0	0
15	1	1576	1576	1694	47	13	118	84	0
14	1	1575	1575	1744	86	31	169	114	0
16	2	1646	1646	1774	53	53	128	128	0
18	0	1788	1788	1791	3	0	3	0	0
19	0	1811	1811	1829	18	0	18	0	0
17	0	1781	1781	1878	42	4	97	59	0
22	2	1860	1894	2056	65	7	196	138	34
23	0	2008	2008	2070	23	39	62	78	0
24	0	2061	2061	2084	19	0	23	4	0
20	2	1829	1829	2119	80	16	290	226	0
25	1	2104	2104	2161	44	13	57	26	0
21	4	1850	1850	2203	123	7	353	237	0
26	0	2224	2224	2248	10	14	24	28	0
27	1	2660	2660	2772	71	1	112	42	0
28	1	2689	2689	2854	68	15	165	112	0
29	2	2733	2733	2871	70	2	138	70	0
30	3	3176	3176	3256	74	6	80	12	0
0	0	0	0	3256	1959	0	3256	1297	0
