id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	2	0	0	59	57	2	59	4	0
2	0	245	245	249	4	0	4	0	0
3	0	321	321	331	10	0	10	0	0
4	4	488	488	570	82	0	82	0	0
5	0	679	679	699	15	5	20	10	0
6	0	804	804	817	13	0	13	0	0
7	6	821	821	974	128	25	153	50	0
8	0	1236	1236	1316	34	26	80	72	0
9	2	1254	1254	1329	58	0	75	17	0
10	4	1764	1764	1880	110	6	116	12	0
11	0	1884	1884	1896	12	0	12	0	0
12	1	2179	2179	2209	30	0	30	0	0
13	2	2236	2236	2278	42	0	42	0	0
15	2	2362	2362	2564	71	13	202	144	0
14	2	2361	2361	2623	127	31	262	166	0
16	3	2467	2467	2638	79	53	171	145	0
18	0	2679	2679	2684	5	0	5	0	0
17	1	2669	2669	2914	63	4	245	186	0
19	1	2713	2713	2921	27	0	208	181	0
23	0	3007	3007	3078	32	39	71	78	0
24	1	3086	3086	3114	28	0	28	0	0
20	3	2740	2740	3174	120	16	434	330	0
25	1	3151	3151	3231	67	13	80	26	0
22	3	2786	2786	3233	96	7	447	358	0
21	6	2771	2771	3295	184	7	524	347	0
26	0	3331	3331	3359	14	14	28	28	0
27	3	3985	3985	4273	106	1	288	183	0
28	4	4028	4028	4275	101	15	247	161	0
29	4	4093	4093	4299	105	2	206	103	0
30	4	4758	4758	4875	111	6	117	12	0
0	0	0	0	4875	2944	0	4875	1931	0
