id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	59	57	2	59	4	0
2	0	245	245	249	4	0	4	0	0
3	0	321	321	331	10	0	10	0	0
4	0	488	488	570	82	0	82	0	0
5	0	679	679	699	15	5	20	10	0
6	0	804	804	817	13	0	13	0	0
7	0	821	821	974	128	25	153	50	0
9	0	1254	1256	1314	58	0	60	2	2
8	0	1236	1236	1329	34	26	93	85	0
10	0	1764	1764	1880	110	6	116	12	0
11	0	1884	1884	1896	12	0	12	0	0
12	0	2179	2179	2209	30	0	30	0	0
13	0	2236	2236	2278	42	0	42	0	0
15	0	2362	2379	2463	71	13	101	43	17
16	0	2467	2494	2626	79	53	159	133	27
14	0	2361	2361	2646	127	31	285	189	0
18	0	2679	2702	2707	5	0	28	23	23
17	0	2669	2669	2737	63	4	68	9	0
19	0	2713	2737	2764	27	0	51	24	24
22	0	2786	2796	2931	96	7	145	56	10
21	0	2771	2806	3096	184	7	325	148	35
24	0	3086	3103	3131	28	0	45	17	17
20	0	2740	2764	3219	120	16	479	375	24
23	0	3007	3014	3224	32	39	217	224	7
25	0	3151	3224	3304	67	13	153	99	73
26	0	3331	3331	3359	14	14	28	28	0
27	0	3985	3985	4143	106	1	158	53	0
28	0	4028	4044	4283	101	15	255	169	16
29	0	4093	4170	4297	105	2	204	101	77
30	0	4758	4758	4875	111	6	117	12	0
0	0	0	0	4875	2944	0	4875	1931	0
