id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	10	0	0	78	76	2	78	4	0
2	5	245	245	250	5	0	5	0	0
3	5	321	321	335	14	0	14	0	0
4	5	488	488	597	109	0	109	0	0
5	6	679	679	704	20	5	25	10	0
6	5	804	804	821	17	0	17	0	0
7	5	821	821	1016	170	25	195	50	0
9	5	1254	1255	1332	77	0	78	1	1
8	10	1236	1236	1383	45	26	147	128	0
10	13	1764	1764	1916	146	6	152	12	0
11	5	1884	1916	1932	16	0	48	32	32
12	5	2179	2179	2218	39	0	39	0	0
13	5	2236	2236	2292	56	0	56	0	0
15	37	2362	2385	2492	94	13	130	49	23
16	4	2467	2492	2707	105	53	240	188	25
18	5	2679	2751	2757	6	0	78	72	72
19	5	2713	2799	2834	35	0	121	86	86
22	9	2786	2834	3014	128	7	228	107	48
20	24	2740	2757	3158	159	16	418	275	17
24	5	3086	3158	3196	38	0	110	72	72
17	25	2669	2707	3267	84	4	598	518	38
23	13	3007	3014	3274	43	39	267	263	7
25	31	3151	3196	3453	87	13	302	228	45
26	5	3331	3431	3468	19	14	137	132	100
14	48	2361	2361	3495	170	31	1134	995	0
21	70	2771	2847	3578	245	7	807	569	76
27	42	3985	3985	4352	141	1	367	227	0
28	37	4028	4064	4381	134	15	353	234	36
29	63	4093	4133	4399	139	2	306	169	40
30	50	4758	4758	4911	147	6	153	12	0
0	0	0	0	4911	2347	0	4911	2564	0
