id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	40	38	2	40	4	0
2	0	245	245	248	3	0	3	0	0
3	0	321	321	328	7	0	7	0	0
4	0	488	488	543	55	0	55	0	0
5	0	679	679	694	10	5	15	10	0
6	0	804	804	813	9	0	9	0	0
7	0	821	821	932	86	25	111	50	0
9	0	1254	1254	1293	39	0	39	0	0
8	0	1236	1236	1303	24	26	67	69	0
10	0	1764	1764	1844	74	6	80	12	0
11	0	1884	1884	1892	8	0	8	0	0
12	0	2179	2179	2199	20	0	20	0	0
13	0	2236	2236	2264	28	0	28	0	0
15	0	2362	2373	2433	47	13	71	37	11
14	0	2361	2361	2507	86	31	146	91	0
16	0	2467	2491	2597	53	53	130	130	24
18	0	2679	2691	2694	3	0	15	12	12
17	0	2669	2669	2715	42	4	46	8	0
19	0	2713	2715	2733	18	0	20	2	2
22	0	2786	2797	2917	65	7	131	73	11
21	0	2771	2771	2959	123	7	188	72	0
20	0	2740	2740	3018	80	16	278	214	0
23	0	3007	3018	3080	23	39	73	89	11
24	0	3086	3086	3105	19	0	19	0	0
25	0	3151	3151	3208	44	13	57	26	0
26	0	3331	3331	3355	10	14	24	28	0
27	0	3985	3985	4057	71	1	72	2	0
29	0	4093	4093	4181	70	2	88	20	0
28	0	4028	4057	4199	68	15	171	118	29
30	0	4758	4758	4838	74	6	80	12	0
0	0	0	0	4838	3541	0	4838	1297	0
