id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	57	36	21	57	42	0
3	0	187	187	289	52	50	102	100	0
5	0	278	304	308	4	0	30	26	26
4	0	194	194	347	29	89	153	213	0
6	0	315	315	386	43	28	71	56	0
7	0	317	325	417	37	30	100	93	8
2	0	143	143	439	26	270	296	540	0
9	0	736	736	885	94	11	149	66	0
10	0	742	770	915	49	6	173	130	28
11	0	743	789	953	11	27	210	226	46
12	0	747	791	1011	59	96	264	301	44
13	0	828	953	1012	11	29	184	202	125
8	0	668	668	1036	77	184	368	475	0
14	0	860	963	1115	93	31	255	193	103
16	0	1069	1132	1138	6	0	69	63	63
15	0	870	977	1293	65	79	423	437	107
17	0	1156	1156	1427	78	94	271	287	0
20	0	1377	1427	1446	3	16	69	82	50
19	0	1299	1299	1522	170	41	223	94	0
18	0	1178	1183	1546	61	169	368	476	5
21	0	1492	1546	1644	98	0	152	54	54
23	0	1644	1652	1680	28	0	36	8	8
24	0	1733	1733	1908	117	58	175	116	0
22	0	1608	1644	1963	42	163	355	476	36
26	0	1929	1943	1964	7	9	35	37	14
25	0	1796	1851	1983	37	95	187	245	55
27	0	2009	2009	2096	63	24	87	48	0
28	0	2209	2209	2229	20	0	20	0	0
29	0	2369	2369	2487	63	55	118	110	0
30	0	2452	2487	2488	1	0	36	35	35
0	0	0	0	2488	1008	0	2488	1480	0
