id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	17	0	0	57	36	21	57	42	0
3	5	187	187	289	52	50	102	100	0
5	5	278	289	293	4	0	15	11	11
4	12	194	194	351	29	89	157	217	0
6	8	315	315	386	43	28	71	56	0
7	6	317	325	417	37	30	100	93	8
2	13	143	143	439	26	270	296	540	0
10	12	742	770	855	49	6	113	70	28
11	4	743	823	864	11	27	121	137	80
13	8	828	864	944	11	29	116	134	36
14	10	860	874	1023	93	31	163	101	14
9	20	736	736	1086	94	11	350	267	0
16	5	1069	1086	1092	6	0	23	17	17
15	8	870	888	1128	65	79	258	272	18
12	20	747	789	1153	59	96	406	443	42
8	22	668	668	1177	77	184	509	616	0
17	27	1156	1177	1428	78	94	272	288	21
20	3	1377	1412	1442	3	16	65	78	35
19	36	1299	1299	1522	170	41	223	94	0
21	5	1492	1522	1620	98	0	128	30	30
18	12	1178	1197	1652	61	169	474	582	19
23	5	1644	1652	1680	28	0	36	8	8
24	60	1733	1733	1908	117	58	175	116	0
22	11	1608	1620	1922	42	163	314	435	12
26	6	1929	1929	1945	7	9	16	18	0
25	21	1796	1847	1979	37	95	183	241	51
27	12	2009	2009	2096	63	24	87	48	0
28	5	2209	2209	2229	20	0	20	0	0
29	6	2369	2369	2487	63	55	118	110	0
30	5	2452	2487	2488	1	0	36	35	35
0	0	0	0	2488	1008	0	2488	1480	0
